Date,Market Price,Difficulty,Block Size,Miner Revenue Value,Hash Rate,Transaction Amount,Transactions per Block,Unique Addresses,Number of Transactions,Transaction Fees
2016-01-24,388.5,113354299801.0,0.609391340782,1754466.0,1008642.23242,8.73246629138,1563.0,435226.0,200913.0,41.96522497
2016-01-25,404.75,113354299801.0,0.596757951807,1694688.25,935388.88593,8.75482120348,1309.0,383842.0,193572.0,37.10747183
2016-01-26,387.09,113354299801.0,0.651674352601,1691196.21,974832.995578,8.03067642645,1186.0,404020.0,210592.0,44.57485172
2016-01-27,394.12,120033340651.0,0.750327567073,1634415.64,978569.915444,6.92035837832,942.0,462802.0,236175.0,47.44277836
2016-01-28,394.45,120033340651.0,0.727886461039,1537171.65,918901.018161,6.79007730194,1260.0,414610.0,226385.0,47.63990486
2016-01-29,382.44,120033340651.0,0.815527412162,1434150.0,883099.679791,6.19626362042,1414.0,445935.0,231454.0,50.08400338
2016-01-30,377.26,120033340651.0,0.663735094118,1620331.7,1014371.25381,7.27839881054,1149.0,424226.0,222622.0,45.3790109
2016-01-31,378.24,120033340651.0,0.641980090395,1689976.32,1056139.48191,8.04811947577,1086.0,428332.0,209984.0,43.85418346
2016-02-01,376.86,120033340651.0,0.519653067039,1698131.16,1068073.26137,10.070459066,1199.0,384209.0,168625.0,31.51669344
2016-02-02,372.0,120033340651.0,0.715835198864,1655772.0,1050172.59218,7.46636965423,1218.0,437884.0,221764.0,51.0283515
2016-02-03,373.48,120033340651.0,0.824635926829,1552556.36,978569.915444,6.69211096647,1165.0,451155.0,231998.0,57.71349212
2016-02-04,368.38,120033340651.0,0.700482402299,1620135.24,1038238.81273,8.09715393804,1369.0,388710.0,200087.0,48.81393346
2016-02-05,385.06,120033340651.0,0.632844389189,1796689.96,1103874.59974,8.93586631189,1365.0,399236.0,201065.0,41.25773034
2016-02-06,386.49,120033340651.0,0.635658183333,1755051.09,1074040.1511,8.12862345422,1384.0,393084.0,215910.0,41.04809873
2016-02-07,373.04,120033340651.0,0.652686691099,1796933.68,1139675.93811,7.72037911597,1184.0,441758.0,232752.0,42.22773725
2016-02-08,373.74,144116447847.0,0.665092164835,1714719.12,1303860.28146,8.08318855063,1276.0,452004.0,212134.0,38.64301185
2016-02-09,375.8,144116447847.0,0.753973496894,1527627.0,1153414.86437,6.92616034712,1245.0,396540.0,220559.0,40.9030054
2016-02-10,372.61,144116447847.0,0.740162,1589926.87,1210727.40421,6.88879444885,1049.0,429776.0,230799.0,42.466277
2016-02-11,378.98,144116447847.0,0.715897940828,1617865.62,1210727.40421,6.915699343,1401.0,396665.0,233941.0,44.48599145
2016-02-12,376.75,144116447847.0,0.637685135417,1824977.0,1375500.95627,8.0231817922,1468.0,429313.0,227463.0,44.34470738
2016-02-13,381.46,144116447847.0,0.665082698113,1531180.44,1139086.72941,7.54625511321,1624.0,392638.0,202906.0,39.88170509
2016-02-14,388.6,144116447847.0,0.672740542484,1500384.6,1096102.32453,7.87355478589,1182.0,407580.0,190560.0,36.80013215
2016-02-15,402.38,144116447847.0,0.566719694444,1824390.92,1289532.1465,9.6565918053,1550.0,390085.0,188927.0,34.63112968
2016-02-16,402.64,144116447847.0,0.751270574324,1505873.6,1060281.98712,7.26082633789,1425.0,424653.0,207397.0,40.18686148
2016-02-17,406.69,144116447847.0,0.731926161074,1531594.54,1067446.0546,7.00061495566,1660.0,424752.0,218780.0,41.80226206
2016-02-18,418.04,144116447847.0,0.835124042857,1481533.76,1002969.44728,6.5150141379,1730.0,436155.0,227403.0,44.75593799
2016-02-19,418.97,144116447847.0,0.62491515,1902961.74,1289532.1465,8.94396042582,1826.0,416530.0,212765.0,42.68131047
2016-02-20,418.02,163491654909.0,0.774219877698,1471848.42,1129682.78043,6.82827540454,1830.0,411494.0,215552.0,46.31819386
2016-02-21,439.48,163491654909.0,0.744355949367,1754843.64,1284099.85114,7.79033752259,1508.0,440841.0,225259.0,43.09210135
2016-02-22,434.67,163491654909.0,0.840188849206,1386597.3,1024028.99521,6.62568713087,1399.0,399688.0,209276.0,40.65663231
2016-02-23,438.5,163491654909.0,0.859524815385,1443980.5,1056537.8522,6.41871810601,1392.0,469044.0,224964.0,43.53246983
2016-02-24,417.0,163491654909.0,0.895629081481,1427391.0,1097173.92344,5.78880110959,1508.0,464117.0,246578.0,48.21733873
2016-02-25,423.1,163491654909.0,0.89584400813,1319648.9,999647.352469,5.86218815523,1968.0,411081.0,225112.0,44.91575935
2016-02-26,421.4,163491654909.0,0.83580277931,1547380.8,1178446.06592,7.07539037673,2036.0,412050.0,218699.0,47.68274149
2016-02-27,424.34,163491654909.0,0.75447926,1609521.62,1219082.13716,7.66877082142,1760.0,404307.0,209880.0,43.1486082
2016-02-28,432.0,163491654909.0,0.740764992366,1431216.0,1064665.06645,7.84558964604,1663.0,378857.0,182423.0,38.20952225
2016-02-29,433.47,163491654909.0,0.700333872483,1632881.49,1210954.92291,7.26703734362,1395.0,412223.0,224697.0,42.61977032
2016-03-01,436.18,163491654909.0,0.901957362963,1495225.04,1097173.92344,5.62759946555,1497.0,470332.0,265695.0,53.45252038
2016-03-02,431.87,163491654909.0,0.89761428125,1405736.85,1040283.42371,5.39383870708,1233.0,451258.0,260619.0,55.99857717
2016-03-03,429.99,163491654909.0,0.905978573248,1720819.98,1275972.63689,6.22475105626,1184.0,483756.0,276448.0,77.34600309
2016-03-04,421.44,163491654909.0,0.918519172932,1431631.68,1080919.49495,6.47044694631,1447.0,410737.0,221257.0,72.72445709
2016-03-05,416.48,163491654909.0,0.836646690789,1604280.96,1235336.56565,7.56365254781,1137.0,419365.0,212104.0,52.60628503
2016-03-06,401.0,163491654909.0,0.773170402516,1619238.0,1292227.06539,6.80017806372,1196.0,422768.0,238117.0,63.03314682
2016-03-07,408.86,158427203767.0,0.661320676259,1437551.76,1094688.80322,8.38291032504,1189.0,312335.0,171486.0,41.1407975
2016-03-08,411.94,158427203767.0,0.651829464516,1614392.86,1220696.14747,8.79634315916,1209.0,372418.0,183530.0,44.13385665
2016-03-09,412.39,158427203767.0,0.732320567164,1399239.27,1055311.50814,7.21521417632,1077.0,363851.0,193929.0,43.94045893
2016-03-10,413.1,158427203767.0,0.718331939394,1725518.7,1299450.73763,9.19673334293,1241.0,330958.0,187623.0,52.6052871
2016-03-11,416.0,158427203767.0,0.697423130435,1692288.0,1267948.90157,8.78604025731,1300.0,374551.0,192611.0,43.43549045
2016-03-12,421.22,158427203767.0,0.627885177914,1733741.52,1283699.8196,8.9426200522,1270.0,352895.0,193874.0,41.22294318
2016-03-13,412.44,158427203767.0,0.570665946565,1362701.76,1031685.13109,9.65660704668,1475.0,310285.0,141116.0,29.31003112
2016-03-14,413.89,158427203767.0,0.734625986755,1580232.02,1189194.31141,8.43235639084,1398.0,393384.0,187401.0,43.83967453
2016-03-15,414.78,158427203767.0,0.691423019737,1593584.76,1197069.77042,8.06155880553,1165.0,367761.0,197677.0,42.7063754
2016-03-16,414.78,158427203767.0,0.691423019737,1593584.76,1197069.77042,8.06155880553,1165.0,367761.0,197677.0,42.7063754
2016-03-17,415.99,158427203767.0,0.634046052941,1787925.02,1338828.03271,8.27846545633,1501.0,369886.0,215973.0,48.1134711
2016-03-18,418.64,158427203767.0,0.754142644444,1432167.44,1063186.96715,6.9195858397,1412.0,394142.0,206973.0,46.26447738
2016-03-19,408.87,165496835118.0,0.735858463768,1427774.04,1135311.13693,7.01340046567,1244.0,364177.0,203578.0,42.58594292
2016-03-20,405.59,165496835118.0,0.681470185185,1384278.67,1110630.46004,7.32953871325,1291.0,350288.0,188863.0,38.06506394
2016-03-21,410.77,165496835118.0,0.625000602649,1563801.39,1242260.73678,8.88710348198,1197.0,352210.0,175963.0,32.8533328
2016-03-22,410.49,165496835118.0,0.784259230159,1308642.12,1036588.42937,6.91568964424,1104.0,375082.0,189228.0,38.65376627
2016-03-23,415.35,165496835118.0,0.727109114094,1565038.8,1225806.95219,7.43528752233,1055.0,399764.0,210488.0,43.74554841
2016-03-24,417.8,165496835118.0,0.658921529801,1593071.4,1242260.73678,8.47933169041,1276.0,322191.0,187877.0,38.7057276
2016-03-25,416.47,165496835118.0,0.680533735099,1588000.11,1242260.73678,8.14421678591,1128.0,381250.0,194985.0,38.93741911
2016-03-26,416.44,165496835118.0,0.641121227586,1523337.52,1192899.383,8.77453081349,1307.0,326933.0,173609.0,33.72267197
2016-03-27,415.71,165496835118.0,0.612112346939,1541868.39,1209353.1676,9.49438041109,1671.0,323407.0,162398.0,34.69582617
2016-03-28,426.8,165496835118.0,0.613853647059,1646594.4,1258714.52138,10.1965148682,1487.0,310868.0,161486.0,33.37519025
2016-03-29,422.96,165496835118.0,0.748369746479,1519272.32,1168218.70611,8.37988041919,1311.0,349278.0,181300.0,42.52494951
2016-03-30,414.0,165496835118.0,0.6978397,1780614.0,1398571.69042,9.28171767245,1202.0,341678.0,191841.0,51.72376838
2016-03-31,412.35,165496835118.0,0.807927735849,1660945.8,1308075.87516,7.9889267265,1225.0,402557.0,207906.0,53.24548332
2016-04-01,416.94,165496835118.0,0.837658632,1321282.86,1028361.53707,6.32265360616,1454.0,337655.0,208976.0,44.51090066
2016-04-02,416.25,166851513283.0,0.731608058394,1444803.75,1136310.01874,7.08893901703,1410.0,332670.0,203811.0,46.0506966
2016-04-03,418.07,166851513283.0,0.825543713333,1591174.42,1244135.05701,8.09136195595,1506.0,394636.0,196651.0,56.1792388
2016-04-04,418.07,166851513283.0,0.722675306122,1554802.33,1219252.35587,8.79801230181,1527.0,334761.0,176722.0,44.75327221
2016-04-05,418.99,166851513283.0,0.665921579268,1735875.57,1360254.329,8.63709924918,1281.0,404374.0,200979.0,43.71562192
2016-04-06,421.77,166851513283.0,0.779196677852,1591759.98,1235840.8233,7.34599684333,1044.0,395942.0,216684.0,49.25479625
2016-04-07,421.09,166851513283.0,0.715764606452,1650251.71,1285606.22558,7.54970244985,1439.0,390324.0,218585.0,44.9796096
2016-04-08,420.33,166851513283.0,0.726767438356,1558583.64,1210958.12216,7.08720933088,1580.0,372004.0,219915.0,58.98751393
2016-04-09,422.2,166851513283.0,0.735470765957,1506409.6,1169486.95359,6.99221410966,1418.0,370187.0,215441.0,43.60850723
2016-04-10,417.73,166851513283.0,0.635033506173,1707680.24,1343665.86157,8.2276034786,1395.0,375080.0,207555.0,38.16326873
2016-04-11,421.63,166851513283.0,0.566712890805,1848004.29,1443196.66613,10.1727619976,1495.0,320083.0,181662.0,33.20244548
2016-04-12,420.69,166851513283.0,0.749972509934,1607456.49,1252429.29072,7.39475241285,1347.0,414497.0,217378.0,46.95261581
2016-04-13,425.89,166851513283.0,0.794778967105,1639676.5,1260723.52444,6.82629683597,1251.0,413984.0,240200.0,50.12451616
2016-04-14,424.61,166851513283.0,0.727886617834,1685701.7,1302194.693,7.56900961336,1504.0,355716.0,222711.0,45.40786925
2016-04-15,423.76,178678307672.0,0.745873739394,1767502.96,1465554.23047,7.6754181196,1518.0,415731.0,230281.0,46.24177359
2016-04-16,429.09,178678307672.0,0.750908744828,1574760.3,1287911.29344,7.26197970948,1522.0,367142.0,216850.0,45.74093808
2016-04-17,429.43,178678307672.0,0.70813793007,1550671.73,1270146.99974,8.05037732127,1303.0,357397.0,192621.0,36.73111423
2016-04-18,425.71,178678307672.0,0.65297720915,1642389.18,1358968.46825,8.57743020086,1514.0,351044.0,191478.0,33.55790316
2016-04-19,427.28,178678307672.0,0.783668133333,1460870.32,1199089.82493,7.19056097261,1284.0,398662.0,203165.0,44.35972629
2016-04-20,435.91,178678307672.0,0.758763033333,1629131.43,1332322.0277,7.15174358524,1372.0,389402.0,227795.0,43.21915871
2016-04-21,442.34,178678307671.0,0.696925884848,1843768.25482,1465554.23046,8.50525073725,1313.81818182,371250.0,216780.0,43.21507171
2016-04-22,451.0,178678307671.0,0.731790456954,1721837.3624,1341204.17454,8.09153110928,1409.2384106,401733.0,212795.0,42.82120266
2016-04-23,447.25,178678307671.0,0.774912097902,1618011.29057,1270146.99973,7.66917227822,1475.35664336,359204.0,210976.0,42.68874359
2016-04-24,451.29,178678307671.0,0.654661340278,1639604.70135,1279029.14659,8.85239234918,1286.22222222,366327.0,185216.0,33.15097021
2016-04-25,459.4,178678307671.0,0.72803980303,1531303.6199,1172443.38437,8.36069787833,1387.53787879,376201.0,183155.0,33.26865456
2016-04-26,463.86,178678307671.0,0.874485094488,1492839.92841,1128032.65011,6.8616128055,1713.1023622,407004.0,217564.0,43.29847026
2016-04-27,467.98,178678307671.0,0.813179688742,1924687.35344,1341204.17454,7.67590591773,1660.55629139,436154.0,250744.0,337.75639818
2016-04-28,447.31,178678307671.0,0.875343317829,1463200.88494,1145796.94382,6.11105680011,1856.08527132,392821.0,239435.0,46.11149971
2016-04-29,450.0,178666121339.0,0.898219029412,1552496.67705,1207843.18309,6.26112759841,1836.72592593,374956.0,247958.0,49.62034503
2016-04-30,456.16,178659257772.0,0.812847462025,1824603.31899,1403229.58036,6.96721952845,1657.49367089,426515.0,261884.0,49.9195874
2016-05-01,447.17,178659257772.0,0.757548506849,1650450.46585,1296655.18185,7.65117594685,1477.47945205,371890.0,215712.0,40.87923127
2016-05-02,451.9,178659257772.0,0.6257176,1766704.32031,1376585.98073,9.22898354654,1235.03225806,370083.0,191430.0,34.50281105
2016-05-03,443.9,178659257772.0,0.751085471338,1762341.41699,1394348.38048,7.87515435345,1425.38216561,391943.0,223785.0,45.13159943
2016-05-04,450.96,178659257772.0,0.778229668874,1722607.80088,1341061.18123,7.31129880813,1560.32450331,374677.0,235609.0,44.86828296
2016-05-05,447.37,178659257772.0,0.708722011905,1900230.17376,1492041.57911,8.13130976863,1399.35928144,394207.0,233693.0,47.17185349
2016-05-06,448.51,178659257772.0,0.706327083333,1769132.6279,1385467.18061,7.70595273063,1481.16129032,374537.0,229580.0,44.25636722
2016-05-07,460.91,178659257772.0,0.685889277778,1887205.00671,1438754.37986,8.09153549561,1439.7037037,375533.0,233232.0,44.519552
2016-05-08,459.04,178659257772.0,0.646522553333,1738667.632,1332179.98135,8.60462448161,1347.08,337042.0,202062.0,37.61683514
2016-05-09,457.82,178659257772.0,0.584654595092,1881265.30804,1447635.57974,10.138203447,1138.41717791,349946.0,185562.0,34.18113678
2016-05-10,461.63,178659257772.0,0.637889537572,2015490.71892,1536447.57849,8.90033922978,1324.2748538,405580.0,226451.0,40.4654474
2016-05-11,450.0,178659257772.0,0.726908981013,1799145.83579,1403229.58036,7.32190507036,1555.19620253,405856.0,245721.0,48.10185732
2016-05-12,452.51,190502504491.0,0.813015774436,1525359.47321,1284309.11259,6.50717315332,1762.4962406,383199.0,234412.0,45.88566709
2016-05-13,454.7,194254820283.0,0.779993971223,1601340.81171,1342247.86954,7.01084813517,1643.23021583,377121.0,228409.0,46.75238994
2016-05-14,456.82,194254820283.0,0.762693901316,1757652.48646,1467781.84295,7.57132359143,1527.27631579,378733.0,232146.0,47.58216903
2016-05-15,455.65,194254820283.0,0.812342930556,1662212.65022,1390530.16701,7.86734499349,1467.22222222,369111.0,211280.0,48.00318276
2016-05-16,457.08,194254820283.0,0.777696956835,1609202.06235,1342247.86954,8.03913684977,1440.07913669,353892.0,200171.0,45.61359577
2016-05-17,454.88,194254820283.0,0.906763574468,1630979.37464,1361560.78853,6.80115998417,1700.77304965,424856.0,239809.0,60.51568467
2016-05-18,452.89,194254820283.0,0.867932744681,1622904.53679,1361560.78853,6.80103818021,1692.38297872,393224.0,238626.0,58.4408726
2016-05-19,452.9,194254820283.0,0.874331733766,1770178.4303,1487094.76194,7.52998260322,1536.49673203,412831.0,235084.0,58.26811656
2016-05-20,441.87,194254820283.0,0.955835603306,1361086.73281,1168431.59867,6.21086733414,1826.21666667,372460.0,219146.0,54.98968957
2016-05-21,441.25,194254820283.0,0.781658288591,1666418.67319,1438812.46448,7.95821636129,1405.34228188,354677.0,209396.0,51.58622819
2016-05-22,443.89,194254820283.0,0.891297453901,1589937.02795,1361560.78853,8.3042344287,1357.87943262,354128.0,191461.0,56.82664163
2016-05-23,438.0,194254820283.0,0.603581788043,2033724.97348,1776788.54673,11.0319882694,1001.89130435,338084.0,184348.0,43.20770201
2016-05-24,442.17,194254820283.0,0.644258265193,2025077.24076,1747819.16826,9.09105178676,1237.52777778,414216.0,222755.0,54.73645083
2016-05-25,445.34,194770865921.0,0.849967387755,1663136.18974,1456454.92276,6.7465375197,1676.98639456,406728.0,246517.0,59.53134626
2016-05-26,447.94,199312067531.0,0.871456863309,1583655.90402,1377192.06982,6.38972863585,1795.97101449,397464.0,247844.0,59.87623565
2016-05-27,452.49,199312067531.0,0.823084058394,1575322.67973,1357376.35658,7.1575319512,1630.31851852,364137.0,220093.0,55.65651605
2016-05-28,470.29,199312067531.0,0.948130618705,1667597.59254,1377192.06982,7.74560415681,1548.89208633,407566.0,215296.0,70.89209327
2016-05-29,522.43,199312067531.0,0.86336475188,1764424.68141,1317744.93011,9.13953961799,1451.53383459,377266.0,193054.0,52.34180926
2016-05-30,512.16,199312067531.0,0.68007829932,1906764.23665,1456454.92276,10.6676899478,1215.93197279,354651.0,178742.0,47.98546674
2016-05-31,525.15,199312067531.0,0.892476613793,1934163.22268,1436639.20952,9.15064755322,1467.84027778,403738.0,211369.0,57.85196125
2016-06-01,531.15,199312067531.0,0.867019984252,1714201.23967,1258297.79041,7.96380582337,1694.87401575,392767.0,215249.0,52.33924442
2016-06-02,539.47,199312067531.0,0.840414423611,1972575.77046,1426731.35291,8.41596420618,1639.05594406,405301.0,234385.0,56.18497783
2016-06-03,539.99,199312067531.0,0.826838398551,1894573.92114,1367284.2132,8.19810523257,1674.63043478,392655.0,231099.0,58.53519721
2016-06-04,568.0,199312067531.0,0.832558443662,2047467.65164,1406915.63967,8.72491744389,1652.59859155,402066.0,234669.0,54.69656979
2016-06-05,573.74,199312067531.0,0.840556008403,1733523.11579,1179034.93747,8.81459901758,1652.64705882,368869.0,196665.0,46.44371282
2016-06-06,574.02,199312067531.0,0.613488467836,2479401.3901,1694243.48158,13.0133176756,1120.75294118,368586.0,190528.0,44.3641164
2016-06-07,584.5,199312067531.0,0.7054571,2514600.57566,1684335.62496,11.3694859437,1301.00588235,414350.0,221171.0,52.13956486
2016-06-08,577.54,199312067531.0,0.802703760563,2169535.0617,1406915.63967,8.72785410376,1775.54285714,424994.0,248576.0,56.5104784
2016-06-09,578.68,196422606560.0,0.802240027778,2112419.15447,1403462.33971,9.18710735071,1596.75694444,401953.0,229933.0,50.40981971
2016-06-10,575.2941375,196061423939.0,0.720621090909,2410788.56682,1608133.93092,10.1999490881,1432.44242424,426447.0,236353.0,53.21550949
2016-06-11,577.549875,196061423939.0,0.822652541667,2116658.57487,1403462.33971,9.2686709326,1585.88194444,407301.0,228367.0,52.81223012
2016-06-12,594.4399875,196061423939.0,0.696120801282,2364669.10434,1520417.53468,11.0934518568,1366.40384615,374995.0,213159.0,46.24529278
2016-06-13,664.8465,196061423939.0,0.830047534247,2467036.73097,1422954.8722,11.7081534945,1443.2260274,411623.0,210711.0,52.42482099
2016-06-14,702.0665,196061423939.0,0.915602751553,2830943.5,1569148.86592,11.3715193501,1561.20496894,451922.0,251354.0,38.86224972
2016-06-15,685.24,196061423939.0,0.95,2277298.22,1296253.41,9.38,1861.89,420352.0,247632.0,69.86
2016-06-16,692.28,196061423939.0,0.91,2681772.09,1500925.0,10.42,1704.61,445830.0,262510.0,84.56
2016-06-17,762.43,196061423939.0,0.95,2863856.69,1452193.67,10.91,1797.78,471278.0,267870.0,82.29
2016-06-18,743.91,196061423939.0,0.93,2779037.6,1452193.67,11.17,1703.03,453509.0,253752.0,78.9
2016-06-19,754.36,196061423939.0,0.86,3016479.89,1549656.33,12.98,1486.1,423334.0,236291.0,70.82
2016-06-20,760.81,196061423939.0,0.72,3392968.32,1725089.12,15.75,1233.32,414283.0,218298.0,63.14
2016-06-21,729.19,196061423939.0,0.78,3057429.0,1598387.66,12.46,1520.32,465928.0,249334.0,76.77
2016-06-22,665.95,206307449112.0,0.91,2506373.5,1551383.97,10.29,1665.53,468641.0,248164.0,76.28
2016-06-23,587.45,209453158595.0,0.94,1909240.0,1343144.51,8.27,1826.67,422909.0,235641.0,78.85
2016-06-24,624.54,209453158595.0,0.91,2193393.94,1457676.21,9.27,1723.57,431633.0,241300.0,75.3
2016-06-25,660.6,209453158595.0,0.94,2149986.77,1353556.48,9.18,1837.59,437104.0,238888.0,74.41
2016-06-26,664.9,209453158595.0,0.79,2760622.54,1728387.51,13.27,1271.07,409197.0,210998.0,62.41
2016-06-27,627.39,209453158595.0,0.76,2297205.75,1530560.02,12.68,1250.03,388840.0,183755.0,55.03
2016-06-28,646.7,209453158595.0,0.77,2386530.51,1530560.02,11.16,1476.38,379861.0,217029.0,61.78
2016-06-29,646.37,209453158595.0,0.76,2418860.27,1551383.97,11.52,1429.91,428929.0,213058.0,58.5
2016-06-30,637.95,209453158595.0,0.76,2340735.09,1520148.05,10.6,1535.01,371774.0,224112.0,61.68
2016-07-01,671.4,209453158595.0,0.79,2538866.97,1561795.94,11.11,1546.4,402792.0,231960.0,62.5
2016-07-02,675.18,209453158595.0,0.75,2649743.25,1634679.75,12.77,1340.18,375377.0,210409.0,58.85
2016-07-03,701.71,209453158595.0,0.69,2625265.08,1551383.97,13.38,1334.73,344995.0,198875.0,52.92
2016-07-04,658.41,209453158595.0,0.61,2541313.4,1603443.84,14.51,1150.17,352911.0,177127.0,45.47
2016-07-05,676.32,209557682217.0,0.73,2555599.5,1601825.83,12.12,1416.55,403350.0,213900.0,55.14
2016-07-06,666.48,213398925331.0,0.78,2420500.04,1538177.12,11.43,1482.47,383808.0,214959.0,55.87
2016-07-07,673.78,213398925331.0,0.79,2367306.17,1485136.53,11.19,1533.5,373956.0,214691.0,55.67
2016-07-08,636.35,213398925331.0,0.82,2195264.88,1463920.3,10.28,1571.1,364414.0,216812.0,56.79
2016-07-09,659.55,213398925331.0,0.77,2401373.19,1538177.12,11.56,1453.11,363919.0,210701.0,57.25
2016-07-10,651.86,213398925331.0,0.65,2036093.74,1580609.59,11.14,1244.32,355380.0,185405.0,47.4
2016-07-11,648.09,213398925331.0,0.58,1267110.0,1654866.42,7.94,1042.35,325550.0,162608.0,38.56
2016-07-12,647.98,213398925331.0,0.79,1162507.11,1516960.89,5.49,1525.09,395742.0,218089.0,57.33
2016-07-13,672.76,213398925331.0,0.77,1213263.1,1516960.89,5.69,1531.7,379937.0,219034.0,51.17
2016-07-14,657.45,213398925331.0,0.81,1070321.94,1379055.35,5.06,1677.63,367252.0,218093.0,53.55
2016-07-15,658.83,213398925331.0,0.79,1175290.03,1506352.77,5.49,1553.9,367953.0,220655.0,58.38
2016-07-16,664.57,213398925331.0,0.79,1127082.34,1432095.94,5.38,1600.59,367739.0,216081.0,55.22
2016-07-17,662.15,213398925331.0,0.68,1302095.02,1665474.54,7.32,1160.45,356533.0,182192.0,50.67
2016-07-18,675.45,213398925331.0,0.7,1266649.0,1580609.59,7.59,1147.73,330330.0,171013.0,47.87
2016-07-19,673.2,213402065458.0,0.82,1260663.03,1581302.69,5.75,1515.61,384160.0,225827.0,59.69
2016-07-20,672.84,213492501107.0,0.86,1084448.36,1358434.53,5.05,1735.51,373620.0,222146.0,61.86
2016-07-21,665.64,213492501107.0,0.79,1253687.59,1591915.46,5.68,1516.19,378815.0,227429.0,64.19
2016-07-22,664.88,213492501107.0,0.8,1108239.16,1411498.38,5.26,1636.13,364285.0,217606.0,60.41
2016-07-23,651.58,213492501107.0,0.86,1049710.54,1369047.3,4.91,1716.31,368179.0,221404.0,65.19
2016-07-24,655.84,213492501107.0,0.82,1073869.3,1390272.84,5.67,1494.62,332946.0,195796.0,60.03
2016-07-25,661.41,213492501107.0,0.79,1044634.82,1337208.99,5.76,1480.32,352244.0,186521.0,51.47
2016-07-26,654.69,213492501107.0,0.91,1083868.56,1400885.61,4.67,1822.21,394635.0,240533.0,69.86
2016-07-27,655.06,213492501107.0,0.92,1058492.0,1369047.3,4.63,1842.42,403997.0,237673.0,70.79
2016-07-28,654.98,213492501107.0,0.92,1056015.09,1358434.53,4.66,1840.64,372678.0,235603.0,74.91
2016-07-29,655.32,213492501107.0,0.87,1126800.22,1453949.46,4.94,1729.53,393901.0,236946.0,72.36
2016-07-30,656.88,213492501107.0,0.82,1216861.96,1560077.15,5.43,1574.24,358940.0,231414.0,72.26
2016-07-31,654.73,213492501107.0,0.87,979638.82,1262919.6,5.09,1676.33,364415.0,199484.0,65.72
2016-08-01,628.01,213492501107.0,0.79,1205755.02,1634366.54,6.48,1248.4,344751.0,192254.0,72.55
2016-08-02,606.32,213492501107.0,0.81,1158954.11,1623753.77,5.33,1470.9,402353.0,225049.0,73.17
2016-08-03,515.06,210798472403.0,0.86,1174458.55,1555605.72,4.83,1627.43,412309.0,252252.0,81.75
2016-08-04,565.05,201893210853.0,0.79,1187784.0,1686075.87,4.99,1461.6,403778.0,245549.0,76.68
2016-08-05,577.31,201893210853.0,0.78,1102137.72,1535533.39,4.92,1515.26,387986.0,231835.0,69.53
2016-08-06,576.55,201893210853.0,0.7,1223918.39,1696112.04,5.52,1350.55,381030.0,228244.0,74.55
2016-08-07,588.23,201893210853.0,0.61,1232269.96,1676039.71,6.43,1176.95,342340.0,196551.0,59.93
2016-08-08,594.27,201893210853.0,0.76,1101643.4,1485352.56,5.9,1300.09,345480.0,192414.0,66.98
2016-08-09,592.69,201893210853.0,0.84,1137218.25,1495388.72,4.98,1585.84,411266.0,236291.0,86.68
2016-08-10,588.77,201893210853.0,0.88,949947.25,1254520.74,4.23,1869.63,393099.0,233704.0,75.28
2016-08-11,592.18,201893210853.0,0.83,1123923.75,1525497.22,4.73,1615.66,417668.0,245581.0,75.73
2016-08-12,589.24,201893210853.0,0.86,1115316.79,1505424.89,4.54,1696.76,408263.0,254515.0,79.92
2016-08-13,587.75,201893210853.0,0.8,1093307.25,1495388.72,4.85,1563.57,389496.0,232973.0,70.76
2016-08-14,586.43,201893210853.0,0.66,1197995.5,1645931.21,5.67,1324.73,367024.0,217257.0,63.74
2016-08-15,570.97,201893210853.0,0.63,1167746.39,1645931.21,5.98,1223.03,360393.0,200577.0,61.7
2016-08-16,570.14,203483855227.0,0.8,1035485.42,1577645.9,5.27,1389.69,384259.0,202896.0,68.34
2016-08-17,581.11,217375482757.0,0.92,984960.0,1469587.96,4.0,1885.63,413844.0,256447.0,84.29
2016-08-18,575.51,217375482757.0,0.94,883763.26,1329112.64,3.87,1934.98,394403.0,238003.0,73.73
2016-08-19,576.03,217375482757.0,0.79,1105741.56,1664092.25,4.78,1555.46,405409.0,239541.0,76.47
2016-08-20,576.65,217375482757.0,0.79,1108626.82,1664092.25,4.67,1598.01,403011.0,246095.0,80.79
2016-08-21,583.2,217375482757.0,0.71,1134217.5,1685703.84,5.56,1348.41,400866.0,210352.0,61.83
2016-08-22,582.82,217375482757.0,0.61,1182381.62,1761344.39,6.55,1134.38,357816.0,184904.0,50.66
2016-08-23,588.97,217375482757.0,0.78,1168789.12,1718121.22,5.25,1445.28,409008.0,229801.0,66.08
2016-08-24,586.18,217375482757.0,0.82,1074378.36,1588451.69,4.65,1625.99,398308.0,239021.0,67.65
2016-08-25,582.84,217375482757.0,0.75,1110792.9,1653286.46,4.82,1555.26,409928.0,237956.0,65.72
2016-08-26,579.86,217375482757.0,0.86,940023.47,1404753.2,4.16,1800.06,390942.0,234009.0,64.61
2016-08-27,581.07,217375482757.0,0.84,953716.5,1426364.78,4.36,1717.93,383173.0,226767.0,62.44
2016-08-28,571.54,217375482757.0,0.68,1024500.66,1556034.31,5.51,1327.06,364840.0,191098.0,55.47
2016-08-29,576.53,217375482757.0,0.6,1091820.34,1642480.66,6.41,1147.95,330360.0,174489.0,48.91
